"","Species","Genus","Family","meanWD","WD_level","IUCN"
"311","Harrisonia_abyssinica","Harrisonia","Rutaceae",0.785,"genus","LC"
"312","Mimusops_bagshawei","Mimusops","Sapotaceae",0.835037037037037,"genus",NA
"313","Neoboutonia_melleri","Neoboutonia","Euphorbiaceae",0.33,"genus","LC"
"314","Aningeria_altissima","Aningeria","Sapotaceae",0.595714885285868,"dataset",NA
"315","Dialium_guineense","Dialium","Fabaceae",0.812419230769231,"genus","LC"
"316","Dichapetalum_heudelotii","Dichapetalum","Dichapetalaceae",0.761,"genus","LC"
"317","Dichapetalum_mombuttense","Dichapetalum","Dichapetalaceae",0.761,"genus",NA
"318","Trichilia_welwitschii","Trichilia","Meliaceae",0.644092948717949,"genus",NA
"319","Turraeanthus_africanus","Turraeanthus","Meliaceae",0.4883,"genus","VU"
"320","Adansonia_digitata","Adansonia","Malvaceae",0.276,"genus",NA
"321","Aframomum_cereum","Aframomum","Zingiberaceae",0.595714885285868,"dataset",NA
"322","Aframomum_exscapum","Aframomum","Zingiberaceae",0.595714885285868,"dataset","LC"
"323","Afzelia_bipindensis","Afzelia","Fabaceae",0.669883982683983,"genus","VU"
"324","Annona_squamosa","Annona","Annonaceae",0.518777777777778,"genus","LC"
"325","Anthocleista_schweinfurthii","Anthocleista","Gentianaceae",0.537777777777778,"genus","LC"
"326","Artocarpus_altilis","Artocarpus","Moraceae",0.486363636363636,"genus",NA
"327","Baillonella_toxisperma","Baillonella","Sapotaceae",0.67295,"genus","VU"
"328","Barteria_solida","Barteria","Passifloraceae",0.595714885285868,"dataset",NA
"329","Piliostigma_thonningii","Piliostigma","Fabaceae",0.595714885285868,"dataset",NA
"330","Bobgunnia_fistuloides","Bobgunnia","Fabaceae",0.8662,"genus","LC"
"331","Borassus_aethiopum","Borassus","Arecaceae",0.87,"genus","LC"
"332","Capparis_tomentosa","Capparis","Capparaceae",0.691083333333333,"genus",NA
"333","Capsicum_frutescens","Capsicum","Solanaceae",0.595714885285868,"dataset","LC"
"334","Carapa_procera","Carapa","Meliaceae",0.552401785714286,"genus","LC"
"335","Carica_papaya","Carica","Caricaceae",0.1875,"genus","DD"
"336","Casearia_barteri","Casearia","Salicaceae",0.624615384615385,"genus","LC"
"337","Cassia_sieberiana","Cassia","Fabaceae",0.735827777777778,"genus","LC"
"338","Ceiba_pentandra","Ceiba","Malvaceae",0.356821212121212,"genus","LC"
"339","Chrysobalanus_icaco","Chrysobalanus","Chrysobalanaceae",0.798166666666667,"genus","LC"
"340","Citrus_aurantium","Citrus","Rutaceae",0.74,"genus",NA
"341","Cogniauxia_podolaena","Cogniauxia","Cucurbitaceae",0.595714885285868,"dataset",NA
"342","Cola_gigantea","Cola","Malvaceae",0.612895833333333,"genus",NA
"343","Costus_afer","Costus","Costaceae",0.595714885285868,"dataset",NA
"344","Desplatsia_chrysochlamys","Desplatsia","Malvaceae",0.595714885285868,"dataset","LC"
"345","Detarium_senegalense","Detarium","Fabaceae",0.7,"genus","LC"
"346","Diospyros_mannii","Diospyros","Ebenaceae",0.683275126262626,"genus","LC"
"347","Dovyalis_abyssinica","Dovyalis","Salicaceae",0.579,"genus","LC"
"348","Dovyalis_zenkeri","Dovyalis","Salicaceae",0.579,"genus","LC"
"349","Eugenia_fernandopoana","Eugenia","Myrtaceae",0.722760273972603,"genus","VU"
"350","Eugenia_staudtii","Eugenia","Myrtaceae",0.722760273972603,"genus",NA
"351","Irvingia_robur","Irvingia","Irvingiaceae",0.819569444444444,"genus","LC"
"352","Kigelia_africana","Kigelia","Bignoniaceae",0.632,"genus","LC"
"353","Klainedoxa_trillesii","Klainedoxa","Irvingiaceae",0.917791666666667,"genus",NA
"354","Lagenaria_breviflora","Lagenaria","Cucurbitaceae",0.595714885285868,"dataset",NA
"355","Landolphia_hirsuta","Landolphia","Apocynaceae",0.595714885285868,"dataset",NA
"356","Landolphia_mannii","Landolphia","Apocynaceae",0.595714885285868,"dataset",NA
"357","Landolphia_parvifolia","Landolphia","Apocynaceae",0.595714885285868,"dataset","LC"
"358","Manilkara_obovata","Manilkara","Sapotaceae",0.885127236652237,"genus","LC"
"359","Massularia_acuminata","Massularia","Rubiaceae",0.595714885285868,"dataset","LC"
"360","Millettia_dura","Millettia","Fabaceae",0.696722222222222,"genus",NA
"361","Neonauclea_excelsa","Neonauclea","Rubiaceae",0.650794117647059,"genus",NA
"362","Nesogordonia_papaverifera","Nesogordonia","Malvaceae",0.675166666666667,"genus","VU"
"363","Omphalocarpum_elatum","Omphalocarpum","Sapotaceae",0.55,"genus","LC"
"364","Omphalocarpum_procerum","Omphalocarpum","Sapotaceae",0.55,"genus","LC"
"365","Oncoba_spinosa","Oncoba","Salicaceae",0.58,"genus","LC"
"366","Panda_oleosa","Panda","Pandaceae",0.565,"genus","LC"
"367","Persea_americana","Persea","Lauraceae",0.514030303030303,"genus","LC"
"368","Phoenix_reclinata","Phoenix","Arecaceae",0.595714885285868,"dataset","LC"
"369","Picralima_nitida","Picralima","Apocynaceae",0.775,"genus",NA
"370","Poga_oleosa","Poga","Anisophylleaceae",0.393,"genus","LC"
"371","Prosopis_africana","Prosopis","Fabaceae",0.771932291666667,"genus","LC"
"372","Psidium_guineense","Psidium","Myrtaceae",0.855277777777778,"genus","LC"
"373","Psydrax_subcordata","Psydrax","Rubiaceae",0.76275,"genus",NA
"374","Raphia_hookeri","Raphia","Arecaceae",0.595714885285868,"dataset","LC"
"375","Rothmannia_macrocarpa","Rothmannia","Rubiaceae",0.6415,"genus",NA
"376","Rothmannia_urcelliformis","Rothmannia","Rubiaceae",0.6415,"genus","LC"
"377","Scytopetalum_pierreanum","Scytopetalum","Lecythidaceae",0.625,"genus",NA
"378","Solanum_erianthum","Solanum","Solanaceae",0.411857142857143,"genus",NA
"379","Sorghum_arundinaceum","Sorghum","Poaceae",0.595714885285868,"dataset","LC"
"380","Sterculia_rhinopetala","Sterculia","Malvaceae",0.404821666666667,"genus","LC"
"381","Strychnos_aculeata","Strychnos","Loganiaceae",0.689805555555556,"genus",NA
"382","Strychnos_innocua","Strychnos","Loganiaceae",0.689805555555556,"genus","LC"
"383","Tamarindus_indica","Tamarindus","Fabaceae",0.9784,"genus","LC"
"384","Telfairia_occidentalis","Telfairia","Cucurbitaceae",0.595714885285868,"dataset",NA
"385","Theobroma_cacao","Theobroma","Malvaceae",0.5316,"genus",NA
"386","Tieghemella_heckelii","Tieghemella","Sapotaceae",0.584907407407407,"genus","EN"
"387","Trema_orientale","Trema","Cannabaceae",0.3422,"genus","LC"
"388","Trichoscypha_arborea","Trichoscypha","Anacardiaceae",0.6022,"genus","LC"
"389","Triplochiton_scleroxylon","Triplochiton","Malvaceae",0.3345,"genus","LC"
"390","Triumfetta_cordifolia","Triumfetta","Malvaceae",0.595714885285868,"dataset",NA
"391","Uapaca_heudelotii","Uapaca","Phyllanthaceae",0.626341558441558,"genus",NA
"392","Uapaca_togoensis","Uapaca","Phyllanthaceae",0.626341558441558,"genus","LC"
"393","Vitellaria_paradoxa","Vitellaria","Sapotaceae",0.595714885285868,"dataset","VU"
"394","Vitex_ciliata","Vitex","Lamiaceae",0.565170666666667,"genus","LC"
"395","Autranella_congolensis","Autranella","Sapotaceae",0.751777777777778,"genus","EN"
"396","Diospyros_crassiflora ","Diospyros","Ebenaceae",0.683275126262626,"genus",NA
"397","Pachylobus_buettneri","Pachylobus","Burseraceae",0.595714885285868,"dataset","VU"
"398","Scyphocephalium_mannii","Scyphocephalium","Myristicaceae",0.507444444444444,"genus",NA
"399","Acacia_monticola","Acacia","Fabaceae",0.787831280193237,"genus","LC"
"400","Aframomum_angustifolium","Aframomum","Zingiberaceae",0.595714885285868,"dataset","LC"
"401","Aframomum_corrorima","Aframomum","Zingiberaceae",0.595714885285868,"dataset","LC"
"402","Aframomum_giganteum","Aframomum","Zingiberaceae",0.595714885285868,"dataset","LC"
"403","Aframomum_mala","Aframomum","Zingiberaceae",0.595714885285868,"dataset","VU"
"404","Aframomum_verrucosum","Aframomum","Zingiberaceae",0.595714885285868,"dataset","LC"
"405","Aframomum_zambesiacum","Aframomum","Zingiberaceae",0.595714885285868,"dataset","LC"
"406","Afrocanthium_lactescens","Afrocanthium","Rubiaceae",0.595714885285868,"dataset","LC"
"407","Agelanthus_brunneus","Agelanthus","Loranthaceae",0.595714885285868,"dataset",NA
"408","Agelanthus_myrsinifolius","Agelanthus","Loranthaceae",0.595714885285868,"dataset","VU"
"409","Alafia_erythrophthalma","Alafia","Apocynaceae",0.595714885285868,"dataset",NA
"410","Albizia_ferruginea","Albizia","Fabaceae",0.556356916099773,"genus","NT"
"411","Albizia_gummifera","Albizia","Fabaceae",0.556356916099773,"genus","LC"
"412","Allophylus_abyssinicus","Allophylus","Sapindaceae",0.51775,"genus",NA
"413","Ampelocissus_abyssinica","Ampelocissus","Vitaceae",0.595714885285868,"dataset",NA
"414","Aneilema_nyasense","Aneilema","Commelinaceae",0.595714885285868,"dataset",NA
"415","Annona_senegalensis","Annona","Annonaceae",0.518777777777778,"genus","LC"
"416","Artocarpus_heterophyllus","Artocarpus","Moraceae",0.486363636363636,"genus",NA
"417","Balthasaria_schliebenii","Balthasaria","Theaceae",0.595714885285868,"dataset","NT"
"418","Beilschmiedia_mannii","Beilschmiedia","Lauraceae",0.563114974937343,"genus","LC"
"419","Beilschmiedia_ugandensis","Beilschmiedia","Lauraceae",0.563114974937343,"genus","LC"
"420","Broussonetia_papyrifera","Broussonetia","Moraceae",0.4045,"genus","LC"
"421","Caloncoba_crepiniana","Caloncoba","Achariaceae",0.65,"genus",NA
"422","Canavalia_africana","Canavalia","Fabaceae",0.595714885285868,"dataset",NA
"423","Cansjera_rheedei","Cansjera","Opiliaceae",0.595714885285868,"dataset","LC"
"424","Capparis_erythrocarpos","Capparis","Capparaceae",0.691083333333333,"genus",NA
"425","Carpolobia_goetzei","Carpolobia","Polygalaceae",0.595714885285868,"dataset","LC"
"426","Casearia_runssorica","Casearia","Salicaceae",0.624615384615385,"genus",NA
"427","Elaeodendron_buchananii","Elaeodendron","Celastraceae",0.739666666666667,"genus",NA
"428","Cassipourea_gummiflua","Cassipourea","Rhizophoraceae",0.650357142857143,"genus",NA
"429","Cassipourea_ruwensorensis","Cassipourea","Rhizophoraceae",0.650357142857143,"genus",NA
"430","Celtis_gomphophylla","Celtis","Cannabaceae",0.566228571428571,"genus","LC"
"431","Chassalia_subochreata","Chassalia","Rubiaceae",0.595714885285868,"dataset",NA
"432","Noronhia_africana","Noronhia","Oleaceae",0.595714885285868,"dataset","LC"
"433","Englerophytum_rwandense","Englerophytum","Sapotaceae",0.595714885285868,"dataset","EN"
"434","Cissus_quadrangularis","Cissus","Vitaceae",0.595714885285868,"dataset",NA
"435","Citrus_limon","Citrus","Rutaceae",0.74,"genus","LC"
"436","Citrus_sinensis","Citrus","Rutaceae",0.74,"genus",NA
"437","Cleistanthus_polystachyus","Cleistanthus","Phyllanthaceae",0.6518,"genus","LC"
"438","Coccinia_barteri","Coccinia","Cucurbitaceae",0.595714885285868,"dataset",NA
"439","Coccinia_mildbraedii","Coccinia","Cucurbitaceae",0.595714885285868,"dataset",NA
"440","Coffea_eugenioides","Coffea","Rubiaceae",0.633,"genus","EN"
"441","Cordia_africana","Cordia","Boraginaceae",0.542470421245421,"genus","LC"
"442","Craterispermum_laurinum","Craterispermum","Rubiaceae",0.663,"genus",NA
"443","Croton_megalocarpus","Croton","Euphorbiaceae",0.510402666666667,"genus",NA
"444","Croton_reflexifolius","Croton","Euphorbiaceae",0.510402666666667,"genus",NA
"445","Dasylepis_eggelingii","Dasylepis","Flacourtiaceae",0.64,"genus","VU"
"446","Deinbollia_fulvotomentella","Deinbollia","Sapindaceae",0.595714885285868,"dataset",NA
"447","Deinbollia_pinnata","Deinbollia","Sapindaceae",0.595714885285868,"dataset",NA
"448","Dialium_lopense","Dialium","Fabaceae",0.812419230769231,"genus","NT"
"449","Diospyros_hoyleana","Diospyros","Ebenaceae",0.683275126262626,"genus","LC"
"450","Diospyros_monbuttensis","Diospyros","Ebenaceae",0.683275126262626,"genus","LC"
"451","Dombeya_torrida","Dombeya","Malvaceae",0.484,"genus",NA
"452","Dovyalis_macrocalyx","Dovyalis","Salicaceae",0.579,"genus","LC"
"453","Dracaena_laxissima","Dracaena","Asparagaceae",0.41825,"genus",NA
"454","Drypetes_bipindensis","Drypetes","Putranjivaceae",0.69451282051282,"genus",NA
"455","Ekebergia_capensis","Ekebergia","Meliaceae",0.448888888888889,"genus","LC"
"456","Englerina_woodfordioides","Englerina","Loranthaceae",0.595714885285868,"dataset",NA
"457","Ensete_ventricosum","Ensete","Musaceae",0.595714885285868,"dataset","LC"
"458","Crateva_eminens","Crateva","Capparaceae",0.411166666666667,"genus",NA
"459","Ficus_demeusei","Ficus","Moraceae",0.405534661835749,"genus",NA
"460","Ficus_asperifolia","Ficus","Moraceae",0.405534661835749,"genus","LC"
"461","Ficus_barteri","Ficus","Moraceae",0.405534661835749,"genus","LC"
"462","Ficus_brachypoda","Ficus","Moraceae",0.405534661835749,"genus","LC"
"463","Ficus_conraui","Ficus","Moraceae",0.405534661835749,"genus","LC"
"464","Ficus_craterostoma","Ficus","Moraceae",0.405534661835749,"genus",NA
"465","Ficus_cyathistipula","Ficus","Moraceae",0.405534661835749,"genus",NA
"466","Ficus_ottoniifolia","Ficus","Moraceae",0.405534661835749,"genus",NA
"467","Ficus_pseudomangifera","Ficus","Moraceae",0.405534661835749,"genus",NA
"468","Ficus_pubigera","Ficus","Moraceae",0.405534661835749,"genus",NA
"469","Ficus_tremula","Ficus","Moraceae",0.405534661835749,"genus","LC"
"470","Ficus_trichopoda","Ficus","Moraceae",0.405534661835749,"genus",NA
"471","Ficus_vallis-choudae","Ficus","Moraceae",0.405534661835749,"genus",NA
"472","Ficus_variifolia","Ficus","Moraceae",0.405534661835749,"genus",NA
"473","Flacourtia_indica","Flacourtia","Salicaceae",0.7825,"genus","LC"
"474","Flueggea_virosa","Flueggea","Phyllanthaceae",0.595714885285868,"dataset","LC"
"475","Garcinia_huillensis","Garcinia","Clusiaceae",0.741621568627451,"genus",NA
"476","Grewia_flavescens","Grewia","Malvaceae",0.5580625,"genus","LC"
"477","Microcos_mildbraedii","Microcos","Malvaceae",0.481871794871795,"genus",NA
"478","Grewia_mollis","Grewia","Malvaceae",0.5580625,"genus","LC"
"479","Grewia_pubescens","Grewia","Malvaceae",0.5580625,"genus",NA
"480","Grewia_rothii","Grewia","Malvaceae",0.5580625,"genus",NA
"481","Guibourtia_tessmannii","Guibourtia","Fabaceae",0.781306825396825,"genus","EN"
"482","Haplocoelum_foliolosum","Haplocoelum","Sapindaceae",0.788,"genus","LC"
"483","Hoslundia_opposita","Hoslundia","Lamiaceae",0.595714885285868,"dataset",NA
"484","Illigera_pentaphylla","Illigera","Hernandiaceae",0.595714885285868,"dataset",NA
"485","Impatiens_burtonii","Impatiens","Balsaminaceae",0.595714885285868,"dataset",NA
"486","Impatiens_irvingii","Impatiens","Balsaminaceae",0.595714885285868,"dataset","LC"
"487","Impatiens_niamniamensis","Impatiens","Balsaminaceae",0.595714885285868,"dataset",NA
"488","Isolona_deightonii","Isolona","Annonaceae",0.595714885285868,"dataset","VU"
"489","Ixora_burundiensis","Ixora","Rubiaceae",0.792857142857143,"genus","VU"
"490","Julbernardia_brieyi","Julbernardia","Fabaceae",0.663977777777778,"genus","LC"
"491","Keayodendron_bridelioides ","Keayodendron","Phyllanthaceae",0.595714885285868,"dataset",NA
"492","Keetia_venosa","Keetia","Rubiaceae",0.595714885285868,"dataset","LC"
"493","Landolphia_landolphioides","Landolphia","Apocynaceae",0.595714885285868,"dataset",NA
"494","Landolphia_owariensis","Landolphia","Apocynaceae",0.595714885285868,"dataset",NA
"495","Lannea_fulva","Lannea","Anacardiaceae",0.452416666666667,"genus",NA
"496","Lantana_camara","Lantana","Verbenaceae",0.595714885285868,"dataset",NA
"497","Lantana_trifolia","Lantana","Verbenaceae",0.595714885285868,"dataset",NA
"498","Lecaniodiscus_fraxinifolius","Lecaniodiscus","Sapindaceae",0.595714885285868,"dataset",NA
"499","Lepisanthes_senegalensis","Lepisanthes","Sapindaceae",0.6575,"genus",NA
"500","Loeseneriella_apocynoides","Loeseneriella","Hippocrateaceae",0.595714885285868,"dataset",NA
"501","Macaranga_kilimandscharica","Macaranga","Euphorbiaceae",0.382929166666667,"genus",NA
"502","Macaranga_schweinfurthii","Macaranga","Euphorbiaceae",0.382929166666667,"genus","LC"
"503","Marantochloa_leucantha","Marantochloa","Marantaceae",0.595714885285868,"dataset",NA
"504","Mimulopsis_arborescens","Mimulopsis","Acanthaceae",0.595714885285868,"dataset","LC"
"505","Mimusops_kummel","Mimusops","Sapotaceae",0.835037037037037,"genus","LC"
"506","Monanthotaxis_ferruginea","Monanthotaxis","Annonaceae",0.595714885285868,"dataset",NA
"507","Monanthotaxis_orophila","Monanthotaxis","Annonaceae",0.595714885285868,"dataset","NT"
"508","Myrianthus_preussii","Myrianthus","Urticaceae",0.4495,"genus","LC"
"509","Neoboutonia_macrocalyx","Neoboutonia","Euphorbiaceae",0.33,"genus","LC"
"510","Newtonia_buchananii","Newtonia","Fabaceae",0.601662962962963,"genus","LC"
"511","Olax_subscorpioidea","Olax","Olacaceae",0.771,"genus",NA
"512","Olinia_rochetiana","Olinia","Penaeaceae",0.739,"genus",NA
"513","Oxyanthus_tubiflorus","Oxyanthus","Rubiaceae",0.525,"genus",NA
"514","Pancovia_turbinata","Pancovia","Sapindaceae",0.595714885285868,"dataset","LC"
"515","Parinari_curatellifolia","Parinari","Chrysobalanaceae",0.712558134920635,"genus","LC"
"516","Passiflora_subpeltata","Passiflora","Passifloraceae",0.595714885285868,"dataset",NA
"517","Cenchrus_purpureus","Cenchrus","Poaceae",0.595714885285868,"dataset","LC"
"518","Peponium_vogelii","Peponium","Cucurbitaceae",0.595714885285868,"dataset",NA
"519","Phytolacca_dodecandra","Phytolacca","Phytolaccaceae",0.258,"genus",NA
"520","Piper_umbellatum","Piper","Piperaceae",0.3935,"genus",NA
"521","Psychotria_mahonii","Psychotria","Rubiaceae",0.5636,"genus",NA
"522","Psychotria_peduncularis","Psychotria","Rubiaceae",0.5636,"genus",NA
"523","Psychotria_succulenta","Psychotria","Rubiaceae",0.5636,"genus",NA
"524","Psydrax_parviflora ","Psydrax","Rubiaceae",0.76275,"genus",NA
"525","Pterygota_mildbraedii","Pterygota","Malvaceae",0.539458333333333,"genus",NA
"526","Pyrenacantha_sylvestris","Pyrenacantha","Icacinaceae",0.595714885285868,"dataset",NA
"527","Renealmia_congolana","Renealmia","Zingiberaceae",0.595714885285868,"dataset",NA
"528","Ritchiea_albersii","Ritchiea","Capparaceae",0.595714885285868,"dataset","LC"
"529","Rothmannia_whitfieldii","Rothmannia","Rubiaceae",0.6415,"genus","LC"
"530","Rubus_niveus","Rubus","Rosaceae",0.35,"genus",NA
"531","Salacia_debilis","Salacia","Celastraceae",0.76,"genus",NA
"532","Salacia_erecta","Salacia","Celastraceae",0.76,"genus",NA
"533","Salacia_leptoclada","Salacia","Celastraceae",0.76,"genus",NA
"534","Astropanax_goetzenii","Astropanax","Araliaceae",0.595714885285868,"dataset",NA
"535","Scottellia_klaineana","Scottellia","Achariaceae",0.558875,"genus","LC"
"536","Smilax_anceps","Smilax","Smilacaceae",0.595714885285868,"dataset",NA
"537","Solanum_betaceum","Solanum","Solanaceae",0.411857142857143,"genus","DD"
"538","Sterculia_dawei","Sterculia","Malvaceae",0.404821666666667,"genus","LC"
"539","Strychnos_lucens","Strychnos","Loganiaceae",0.689805555555556,"genus",NA
"540","Strychnos_mitis","Strychnos","Loganiaceae",0.689805555555556,"genus",NA
"541","Synsepalum_brevipes","Synsepalum","Sapotaceae",0.6775,"genus","LC"
"542","Synsepalum_cerasiferum","Synsepalum","Sapotaceae",0.6775,"genus","LC"
"543","Syzygium_parvifolium","Syzygium","Myrtaceae",0.664366666666667,"genus",NA
"544","Syzygium_rowlandii","Syzygium","Myrtaceae",0.664366666666667,"genus",NA
"545","Tabernaemontana_odoratissima","Tabernaemontana","Apocynaceae",0.526071428571429,"genus",NA
"546","Tabernaemontana_pachysiphon","Tabernaemontana","Apocynaceae",0.526071428571429,"genus","LC"
"547","Tabernaemontana_stapfiana","Tabernaemontana","Apocynaceae",0.526071428571429,"genus",NA
"548","Tapinanthus_constrictiflorus","Tapinanthus","Loranthaceae",0.595714885285868,"dataset",NA
"549","Hyalosepalum_caffrum","Hyalosepalum","Menispermaceae",0.595714885285868,"dataset",NA
"550","Toddalia_asiatica","Toddalia","Rutaceae",0.595714885285868,"dataset",NA
"551","Trichilia_dregeana","Trichilia","Meliaceae",0.644092948717949,"genus","LC"
"552","Tridesmostemon_omphalocarpoides","Tridesmostemon","Sapotaceae",0.595714885285868,"dataset","LC"
"553","Tristemma_mauritianum","Tristemma","Melastomataceae",0.595714885285868,"dataset",NA
"554","Urera_trinervis","Urera","Urticaceae",0.323555555555556,"genus",NA
"555","Uvaria_angolensis","Uvaria","Annonaceae",0.595714885285868,"dataset","LC"
"556","Uvaria_welwitschii","Uvaria","Annonaceae",0.595714885285868,"dataset",NA
"557","Vangueria_madagascariensis","Vangueria","Rubiaceae",0.657333333333333,"genus","LC"
"558","Vepris_renieri","Vepris","Rutaceae",0.659,"genus","EN"
"559","Vepris_stolzii","Vepris","Rutaceae",0.659,"genus",NA
"560","Viscum_congolense","Viscum","Santalaceae",0.595714885285868,"dataset",NA
"561","Viscum_triflorum","Viscum","Santalaceae",0.595714885285868,"dataset",NA
"562","Vitex_doniana","Vitex","Lamiaceae",0.565170666666667,"genus","LC"
"563","Afzelia_africana","Afzelia","Fabaceae",0.669883982683983,"genus","VU"
"564","Terminalia_leiocarpa","Terminalia","Combretaceae",0.6304967779212,"genus","LC"
"565","Bridelia_ferruginea","Bridelia","Phyllanthaceae",0.555032738095238,"genus","LC"
"566","Buxus_acutata","Buxus","Buxaceae",0.722,"genus",NA
"567","Christiana_africana","Christiana","Malvaceae",0.595714885285868,"dataset","LC"
"568","Cissus_populnea","Cissus","Vitaceae",0.595714885285868,"dataset",NA
"569","Cola_cordifolia","Cola","Malvaceae",0.612895833333333,"genus","LC"
"570","Cremaspora_triflora","Cremaspora","Rubiaceae",0.595714885285868,"dataset","LC"
"571","Crossopteryx_febrifuga","Crossopteryx","Rubiaceae",0.702,"genus","LC"
"572","Cynometra_megalophylla","Cynometra","Fabaceae",0.812257291666667,"genus","LC"
"573","Alantsilodendron_pilosum","Alantsilodendron","Fabaceae",0.595714885285868,"dataset","LC"
"574","Diospyros_mespiliformis","Diospyros","Ebenaceae",0.683275126262626,"genus","LC"
"575","Drypetes_floribunda","Drypetes","Putranjivaceae",0.69451282051282,"genus",NA
"576","Gardenia_aqualla","Gardenia","Rubiaceae",0.668115384615385,"genus",NA
"577","Lannea_acida","Lannea","Anacardiaceae",0.452416666666667,"genus","LC"
"578","Lannea_barteri","Lannea","Anacardiaceae",0.452416666666667,"genus","LC"
"579","Leucaena_leucocephala","Leucaena","Fabaceae",0.678666666666667,"genus","LC"
"580","Mallotus_oppositifolius","Mallotus","Euphorbiaceae",0.503809523809524,"genus","LC"
"581","Nauclea_gilletii","Nauclea","Rubiaceae",0.565472551602986,"genus","LC"
"582","Oxyanthus_racemosus","Oxyanthus","Rubiaceae",0.525,"genus","LC"
"583","Parkia_biglobosa","Parkia","Fabaceae",0.458531818181818,"genus","LC"
"584","Malacantha_alnifolia","Malacantha","Sapotaceae",0.595714885285868,"dataset","LC"
"585","Saba_senegalensis","Saba","Apocynaceae",0.595714885285868,"dataset",NA
"586","Nauclea_latifolia","Nauclea","Rubiaceae",0.565472551602986,"genus","LC"
"587","Solanum_incanum","Solanum","Solanaceae",0.411857142857143,"genus","LC"
"588","Tapura_fischeri","Tapura","Dichapetalaceae",0.640166666666667,"genus","LC"
"589","Uvaria_chamae","Uvaria","Annonaceae",0.595714885285868,"dataset","LC"
"590","Abutilon_guineense","Abutilon","Malvaceae",0.595714885285868,"dataset",NA
"591","Senegalia_ nigrescens","Senegalia","Fabaceae",0.595714885285868,"dataset",NA
"592","Vachellia_robusta","Vachellia","Fabaceae",0.595714885285868,"dataset","LC"
"593","Vachellia xanthophloea","Vachellia xanthophloea","Fabaceae",0.595714885285868,"dataset",NA
"594","Acalypha_fruticosa","Acalypha","Euphorbiaceae",0.3,"genus","LC"
"595","Afzelia_quanzensis","Afzelia","Fabaceae",0.669883982683983,"genus","LC"
"596","Albizia_harveyi","Albizia","Fabaceae",0.556356916099773,"genus","LC"
"597","Alysicarpus_glumaceus","Alysicarpus","Fabaceae",0.595714885285868,"dataset",NA
"598","Balanites_aegyptiaca","Balanites","Zygophyllaceae",0.661777777777778,"genus","LC"
"599","Schnella_microstachya","Schnella","Fabaceae",0.595714885285868,"dataset",NA
"600","Phyllogeiton_discolor","Phyllogeiton","Rhamnaceae",0.595714885285868,"dataset",NA
"601","Blepharis_stuhlmannii","Blepharis","Acanthaceae",0.595714885285868,"dataset",NA
"602","Urochloa_brizantha","Urochloa","Poaceae",0.595714885285868,"dataset",NA
"603","Brachiaria_deflexa","Brachiaria","Poaceae",0.595714885285868,"dataset",NA
"604","Brachiaria_xantholeuca","Brachiaria","Poaceae",0.595714885285868,"dataset",NA
"605","Brachystegia_bussei","Brachystegia","Fabaceae",0.605521428571429,"genus","LC"
"606","Brachystegia_tamarindoides","Brachystegia","Fabaceae",0.605521428571429,"genus","LC"
"607","Bullockia_setiflora","Bullockia","Rubiaceae",0.595714885285868,"dataset",NA
"608","Caperonia_stuhlmannii","Caperonia","Euphorbiaceae",0.595714885285868,"dataset","LC"
"609","Cissus_cornifolia","Cissus","Vitaceae",0.595714885285868,"dataset",NA
"610","Cissus_verticillata","Cissus","Vitaceae",0.595714885285868,"dataset","LC"
"611","Combretum_mossambicense","Combretum","Combretaceae",0.806,"genus","LC"
"612","Combretum_zeyheri","Combretum","Combretaceae",0.806,"genus","LC"
"613","Commiphora_africana","Commiphora","Burseraceae",0.401888888888889,"genus","LC"
"614","Cordyla_africana","Cordyla","Fabaceae",0.7675,"genus","LC"
"615","Croton_dichogamus","Croton","Euphorbiaceae",0.510402666666667,"genus","LC"
"616","Cucumis_hirsutus","Cucumis","Cucurbitaceae",0.595714885285868,"dataset",NA
"617","Cucumis_melo","Cucumis","Cucurbitaceae",0.595714885285868,"dataset",NA
"618","Cucumis_sacleuxii","Cucumis","Cucurbitaceae",0.595714885285868,"dataset",NA
"619","Cyphostemma_gigantophyllum","Cyphostemma","Vitaceae",0.595714885285868,"dataset",NA
"620","Digitaria_milanjiana","Digitaria","Poaceae",0.595714885285868,"dataset",NA
"621","Dioscorea_sansibarensis","Dioscorea","Dioscoreaceae",0.595714885285868,"dataset",NA
"622","Diospyros_kirkii","Diospyros","Ebenaceae",0.683275126262626,"genus","LC"
"623","Diospyros_loureiroana","Diospyros","Ebenaceae",0.683275126262626,"genus","LC"
"624","Digitaria_leucites","Digitaria","Poaceae",0.595714885285868,"dataset","LC"
"625","Eleusine_indica","Eleusine","Poaceae",0.595714885285868,"dataset","LC"
"626","Eriochloa_barbatus","Eriochloa","Poaceae",0.595714885285868,"dataset","LC"
"627","Erythroxylum_emarginatum","Erythroxylum","Erythroxylaceae",0.789611111111111,"genus",NA
"628","Euphorbia_hirta","Euphorbia","Euphorbiaceae",0.457,"genus",NA
"629","Euphorbia_systyloides","Euphorbia","Euphorbiaceae",0.457,"genus",NA
"630","Ficus_platyphylla","Ficus","Moraceae",0.405534661835749,"genus",NA
"631","Grevea_eggelingii","Grevea","Montiniaceae",0.595714885285868,"dataset","LC"
"632","Haplocoelum_inoploeum","Haplocoelum","Sapindaceae",0.788,"genus",NA
