"","Antrocaryon_klaineanum","Canarium_schweinfurthii","Chrysophyllum_beguei","Detarium_macrocarpum","Hugonia_planchonii","Hugonia_platysepala","Hugonia_spicata","Irvingia_gabonensis","Klainedoxa_gabonensis","Mammea_africana","Pseudospondias_longifolia","Ricinodendron_heudelotii","Donella_pruniformis","Annickia_chlorantha","Anopyxis_klaineana","Blighia_welwitschii","Bridelia_atroviridis","Celtis_mildbraedii","Celtis_tessmannii","Cleistopholis_glauca","Cleistopholis_patens","Coelocaryon_preussii","Pachylobus_edulis","Discoglypremna_caloneura","Duguetia_staudtii","Elaeis_guineensis","Eremospatha_macrocarpa","Eriocoelum_macrocarpum","Ficus_thonningii","Greenwayodendron_suaveolens","Leplaea_cedrata","Guarea_thompsonii","Heisteria_zimmereri","Laccosperma_secundiflorum","Lannea_welwitschii","Maesopsis_eminii","Margaritaria_discoidea","Musanga_cecropioides","Petersianthus_macrocarpus","Pycnanthus_angolensis","Raphia_monbuttorum","Rauvolfia_caffra","Staudtia_kamerunensis","Sterculia_oblonga","Strombosia_pustulata","Strombosia_scheffleri","Strombosiopsis_tetrandra","Terminalia_superba","Trichilia_gilgiana","Trichilia_heudelotii","Uapaca_mole","Psorospermum_guineense","Breviea_sericea","Ficus_ampelos","Sterculia_tragacantha","Duboscia_macrocarpa","Ongokea_gore","Tetrapleura_tetraptera","Anthonotha_fragrans","Anthonotha_sassandraensis","Berlinia_grandiflora","Coelocaryon_oxycarpum","Coula_edulis","Dialium_polyanthum","Diospyros_sanza-minika","Diospyros_soubreana","Gilbertiodendron_preussii","Maesobotrya_barteri","Nauclea_diderrichii","Parinari_excelsa","Pentaclethra_macrophylla","Pentadesma_butyracea","Sacoglottis_gabonensis","Scytopetalum_tieghemii","Spondianthus_preussi","Uapaca_guineensis","Celtis_africana","Uvariopsis_congensis","Aframomum_leptolepis","Gambeya_boukokoensis","Uapaca_acuminata","Uapaca_uanhouttei","Biancaea_decapetala","Funtumia_africana","Musanga_leo-errerae","Palisota_mannii","Alafia_landolphioides","Alstonia_boonei","Antiaris_toxicaria","Bischofia_javanica","Casearia_battiscombei","Celtis_zenkeri","Gambeya_albida","Cordia_millenii","Croton_macrostachyus","Cynometra_alexandri","Dracaena_fragrans","Ficus_lingua","Ficus_lutea","Ficus_natalensis","Ficus_sansibarica","Ficus_sur","Funtumia_elastica","Harungana_madagascariensis","Manilkara_butugi","Mildbraediodendron_excelsum","Mimulopsis_solmsii","Morus_mesozygia","Musa_paradisiaca","Psidium_guajava","Solanum_mauritianum","Trilepisium_madagascariense","Vepris_nobilis","Cissus_dinklagei","Gambeya_lacourtiana","Cissus_producta","Drypetes_chevalieri","Microcos_africana","Hexalobus_crispiflorus","Plagiostyles_africana","Psychotria_camptopus","Santiria_trimera","Strombosia_grandifolia","Synsepalum_stipulatum","Allophylus_kiwuensis","Canthium_oligocarpum","Carduus_schimperi","Casuarina_equisetifolia","Cynodon_dactylon","Cyphostemma_adenocaule","Deschampsia_cespitosa","Embelia_schimperi","Galiniera_saxifraga","Hordeum_vulgare","Ilex_mitis","Jasminum_abyssinicum","Juniperus_procera","Lagenaria_abyssinica","Maesa_lanceolata","Poa_infirma","Psychotria_orophila","Rubus_apetalus","Solanum_etuberosum","Urera_hypselodendron","Desbordesia_glaucescens","Diogoa_zenkeri","Lecomtedoxa_Klaineana","Oubanguia_alata","Strychnos_gnetifolia","Uapaca_staudtii","Uvariopsis_bakeriana","Albizia_grandibracteata","Diospyros_abyssinica","Eucalyptus_grandis","Markhamia_lutea","Olea_capensis","Pittosporum_viridiflorum","Polyscias_fulva","Premna_angolensis","Prunus_africana","Shirakiopsis_elliptica","Bussea_occidentalis","Albizia_altissima","Holarrhena_floribunda","Manniophyton_fulvum","Millettia_rhodantha","Newtonia_aubrevillei","Piptadeniastrum_africanum","Albizia_dinklagei","Celtis_toka","Allophylus_ferrugineus","Bridelia_brideliifolia","Carapa_grandiflora","Cassine_peragua","Cola_congolana","Drypetes_gerrardii","Ficus_oreodryadum","Myrianthus_holstii","Mystroxylon_aethiopicum","Olea_welwitschii","Olinia_usambarensis","Piper_capense","Podocarpus_milanjianus","Psychotria_palustris","Myrsine_melanophloeos","Rubus_steudneri","Rytigynia_kigeziensis","Symphonia_globulifera","Syzygium_guineense","Triumfetta_tomentosa","Aframomum_citratum","Aframomum_longipetiolatum","Antidesma_vogelianum","Allophylus_africanus","Angylocalyx_pynaertii","Aoranthe_cladantha","Anonidium_mannii","Chrysophyllum_africanum","Gambeya_subnuda","Cola_lizae","Pachylobus_normandii","Barteria_nigritana","Brachystegia_eurycoma","Caloncoba_glauca","Caloncoba_welwitschii","Celtis_adolfi-friderici","Dialium_zenkeri","Diospyros_dendo","Diospyros_iturensis","Diospyros_polystemon","Diospyros_suaveolens","Donella_ubangiensis","Chytranthus_atroviolaceus","Chytranthus_setosus","Chytranthus_talbotii","Cola_gabonensis","Ficus_mucuso","Ficus_polita","Cola_nitida","Cola_rostrata","Cryptosepalum_staudtii","Pachylobus_klaineanus","Ficus_recurvata","Desplatsia_dewevrei","Desplatsia_subericarpa","Heisteria_parvifolia","Dialium_pachyphyllum","Irvingia_grandifolia","Dialium_tessmannii","Dichapetalum_unguiculatum","Dioscoreophyllum_cumminsii","Lecaniodiscus_cupanioides","Diospyros_crassiflora","Mangifera_indica","Megaphrynium_gabonense","Megaphrynium_macrostachyum","Diospyros_piscatoria","Monanthotaxis_congoensis","Monodora_angolensis","Myrianthus_arboreus","Nauclea_vanderguchtii","Parkia_bicolor","Parkia_filicoidea","Drypetes_cinnabarina","Drypetes_diopa","Drypetes_gilgiana","Drypetes_gossweileri","Drypetes_pellegrinii","Duboscia_viridiflora","Erythrophleum_lasianthum","Fernandoa_adolfi-friderici","Pseudospondias_microcarpa","Psychotria_vogeliana","Rutidea_dupuisii","Scytopetalum_klaineanum","Treculia_africana","Trichoscypha_acuminata","Ganophyllum_giganteum","Garcinia_kola","Gilbertiodendron_dewevrei","Microcos_coriacea","Microcos_oligoneura","Microcos_pinnatifida","Microcos_seretii","Haumania_danckelmaniana","Haumania_liebrechtsiana","Uapaca_sansibarica","Hylodendron_gabunense","Hypselodelphys_violacea","Irvingia_excelsa","Isolona_hexaloba","Landolphia_villosa","Leea_guineensis","Manilkara_letouzeyi","Maranthes_glabra","Marantochloa_filipes","Megaphrinium","Microdesmis_keayana","Milicia_excelsa","Monodora_myristica","Palisota_ambigua","Palisota_hirsuta","Palisota_thollonii","Pancovia_laurentii","Pleiocarpa_mutica","Psychotria_arnoldiana","Pterocarpus_soyauxii","Saba_comorensis","Nauclea_pobeguinii","Sarcophrynium_brachystachyum","Sarcophrynium_prionogonium","Sorindeia_grandifolia","Tabernaemontana_crassa","Tabernaemontana_penduliflora","Tieghemella_africana","Tessmannia_anomala","Tiliacora_bequaertii","Trichilia_monadelpha","Trichoscypha_oddonii","Triclisia_dictyophylla","Triclisia_patens","Uapaca_pynaertii","Zanha_golungensis","Uvariastrum_pierreanum","Gambeya_gorungosana","Solanum_terminale","Balanites_wilsoniana","Blighia_unijugata","Chaetachme_aristata","Fagaropsis_angolensis","Ficus_saussureana","Harrisonia_abyssinica","Mimusops_bagshawei","Neoboutonia_melleri","Aningeria_altissima","Dialium_guineense","Dichapetalum_heudelotii","Dichapetalum_mombuttense","Trichilia_welwitschii","Turraeanthus_africanus","Adansonia_digitata","Aframomum_cereum","Aframomum_exscapum","Afzelia_bipindensis","Annona_squamosa","Anthocleista_schweinfurthii","Artocarpus_altilis","Baillonella_toxisperma","Barteria_solida","Piliostigma_thonningii","Bobgunnia_fistuloides","Borassus_aethiopum","Capparis_tomentosa","Capsicum_frutescens","Carapa_procera","Carica_papaya","Casearia_barteri","Cassia_sieberiana","Ceiba_pentandra","Chrysobalanus_icaco","Citrus_aurantium","Cogniauxia_podolaena","Cola_gigantea","Costus_afer","Desplatsia_chrysochlamys","Detarium_senegalense","Diospyros_mannii","Dovyalis_abyssinica","Dovyalis_zenkeri","Eugenia_fernandopoana","Eugenia_staudtii","Irvingia_robur","Kigelia_africana","Klainedoxa_trillesii","Lagenaria_breviflora","Landolphia_hirsuta","Landolphia_mannii","Landolphia_parvifolia","Manilkara_obovata","Massularia_acuminata","Millettia_dura","Neonauclea_excelsa","Nesogordonia_papaverifera","Omphalocarpum_elatum","Omphalocarpum_procerum","Oncoba_spinosa","Panda_oleosa","Persea_americana","Phoenix_reclinata","Picralima_nitida","Poga_oleosa","Prosopis_africana","Psidium_guineense","Psydrax_subcordata","Raphia_hookeri","Rothmannia_macrocarpa","Rothmannia_urcelliformis","Scytopetalum_pierreanum","Solanum_erianthum","Sorghum_arundinaceum","Sterculia_rhinopetala","Strychnos_aculeata","Strychnos_innocua","Tamarindus_indica","Telfairia_occidentalis","Theobroma_cacao","Tieghemella_heckelii","Trema_orientale","Trichoscypha_arborea","Triplochiton_scleroxylon","Triumfetta_cordifolia","Uapaca_heudelotii","Uapaca_togoensis","Vitellaria_paradoxa","Vitex_ciliata","Autranella_congolensis","Diospyros_crassiflora ","Pachylobus_buettneri","Scyphocephalium_mannii","Acacia_monticola","Aframomum_angustifolium","Aframomum_corrorima","Aframomum_giganteum","Aframomum_mala","Aframomum_verrucosum","Aframomum_zambesiacum","Afrocanthium_lactescens","Agelanthus_brunneus","Agelanthus_myrsinifolius","Alafia_erythrophthalma","Albizia_ferruginea","Albizia_gummifera","Allophylus_abyssinicus","Ampelocissus_abyssinica","Aneilema_nyasense","Annona_senegalensis","Artocarpus_heterophyllus","Balthasaria_schliebenii","Beilschmiedia_mannii","Beilschmiedia_ugandensis","Broussonetia_papyrifera","Caloncoba_crepiniana","Canavalia_africana","Cansjera_rheedei","Capparis_erythrocarpos","Carpolobia_goetzei","Casearia_runssorica","Elaeodendron_buchananii","Cassipourea_gummiflua","Cassipourea_ruwensorensis","Celtis_gomphophylla","Chassalia_subochreata","Noronhia_africana","Englerophytum_rwandense","Cissus_quadrangularis","Citrus_limon","Citrus_sinensis","Cleistanthus_polystachyus","Coccinia_barteri","Coccinia_mildbraedii","Coffea_eugenioides","Cordia_africana","Craterispermum_laurinum","Croton_megalocarpus","Croton_reflexifolius","Dasylepis_eggelingii","Deinbollia_fulvotomentella","Deinbollia_pinnata","Dialium_lopense","Diospyros_hoyleana","Diospyros_monbuttensis","Dombeya_torrida","Dovyalis_macrocalyx","Dracaena_laxissima","Drypetes_bipindensis","Ekebergia_capensis","Englerina_woodfordioides","Ensete_ventricosum","Crateva_eminens","Ficus_demeusei","Ficus_asperifolia","Ficus_barteri","Ficus_brachypoda","Ficus_conraui","Ficus_craterostoma","Ficus_cyathistipula","Ficus_ottoniifolia","Ficus_pseudomangifera","Ficus_pubigera","Ficus_tremula","Ficus_trichopoda","Ficus_vallis-choudae","Ficus_variifolia","Flacourtia_indica","Flueggea_virosa","Garcinia_huillensis","Grewia_flavescens","Microcos_mildbraedii","Grewia_mollis","Grewia_pubescens","Grewia_rothii","Guibourtia_tessmannii","Haplocoelum_foliolosum","Hoslundia_opposita","Illigera_pentaphylla","Impatiens_burtonii","Impatiens_irvingii","Impatiens_niamniamensis","Isolona_deightonii","Ixora_burundiensis","Julbernardia_brieyi","Keayodendron_bridelioides ","Keetia_venosa","Landolphia_landolphioides","Landolphia_owariensis","Lannea_fulva","Lantana_camara","Lantana_trifolia","Lecaniodiscus_fraxinifolius","Lepisanthes_senegalensis","Loeseneriella_apocynoides","Macaranga_kilimandscharica","Macaranga_schweinfurthii","Marantochloa_leucantha","Mimulopsis_arborescens","Mimusops_kummel","Monanthotaxis_ferruginea","Monanthotaxis_orophila","Myrianthus_preussii","Neoboutonia_macrocalyx","Newtonia_buchananii","Olax_subscorpioidea","Olinia_rochetiana","Oxyanthus_tubiflorus","Pancovia_turbinata","Parinari_curatellifolia","Passiflora_subpeltata","Cenchrus_purpureus","Peponium_vogelii","Phytolacca_dodecandra","Piper_umbellatum","Psychotria_mahonii","Psychotria_peduncularis","Psychotria_succulenta","Psydrax_parviflora ","Pterygota_mildbraedii","Pyrenacantha_sylvestris","Renealmia_congolana","Ritchiea_albersii","Rothmannia_whitfieldii","Rubus_niveus","Salacia_debilis","Salacia_erecta","Salacia_leptoclada","Astropanax_goetzenii","Scottellia_klaineana","Smilax_anceps","Solanum_betaceum","Sterculia_dawei","Strychnos_lucens","Strychnos_mitis","Synsepalum_brevipes","Synsepalum_cerasiferum","Syzygium_parvifolium","Syzygium_rowlandii","Tabernaemontana_odoratissima","Tabernaemontana_pachysiphon","Tabernaemontana_stapfiana","Tapinanthus_constrictiflorus","Hyalosepalum_caffrum","Toddalia_asiatica","Trichilia_dregeana","Tridesmostemon_omphalocarpoides","Tristemma_mauritianum","Urera_trinervis","Uvaria_angolensis","Uvaria_welwitschii","Vangueria_madagascariensis","Vepris_renieri","Vepris_stolzii","Viscum_congolense","Viscum_triflorum","Vitex_doniana","Afzelia_africana","Terminalia_leiocarpa","Bridelia_ferruginea","Buxus_acutata","Christiana_africana","Cissus_populnea","Cola_cordifolia","Cremaspora_triflora","Crossopteryx_febrifuga","Cynometra_megalophylla","Alantsilodendron_pilosum","Diospyros_mespiliformis","Drypetes_floribunda","Gardenia_aqualla","Lannea_acida","Lannea_barteri","Leucaena_leucocephala","Mallotus_oppositifolius","Nauclea_gilletii","Oxyanthus_racemosus","Parkia_biglobosa","Malacantha_alnifolia","Saba_senegalensis","Nauclea_latifolia","Solanum_incanum","Tapura_fischeri","Uvaria_chamae","Abutilon_guineense","Senegalia_ nigrescens","Vachellia_robusta","Vachellia xanthophloea","Acalypha_fruticosa","Afzelia_quanzensis","Albizia_harveyi","Alysicarpus_glumaceus","Balanites_aegyptiaca","Schnella_microstachya","Phyllogeiton_discolor","Blepharis_stuhlmannii","Urochloa_brizantha","Brachiaria_deflexa","Brachiaria_xantholeuca","Brachystegia_bussei","Brachystegia_tamarindoides","Bullockia_setiflora","Caperonia_stuhlmannii","Cissus_cornifolia","Cissus_verticillata","Combretum_mossambicense","Combretum_zeyheri","Commiphora_africana","Cordyla_africana","Croton_dichogamus","Cucumis_hirsutus","Cucumis_melo","Cucumis_sacleuxii","Cyphostemma_gigantophyllum","Digitaria_milanjiana","Dioscorea_sansibarensis","Diospyros_kirkii","Diospyros_loureiroana","Digitaria_leucites","Eleusine_indica","Eriochloa_barbatus","Erythroxylum_emarginatum","Euphorbia_hirta","Euphorbia_systyloides","Ficus_platyphylla","Grevea_eggelingii","Haplocoelum_inoploeum","Hibiscus_articulatus","Hibiscus_cannabinus","Hibiscus_micranthus","Hygrophila_auriculata","Hyparrhenia_filipendula","Indigofera_colutea","Indigofera_dendroides","Ipomoea_aquatica","Ipomoea_biflora","Ipomoea_coptica","Ipomoea_crassipes","Ipomoea_eriocarpa","Ipomoea_lapathifolia","Ipomoea_mombassana","Ipomoea_obscura","Ipomoea_pileata","Ipomoea_venosa","Lannea_schweinfurthii","Lantana_radula","Leptochloa_panicea","Maerua_grantii","Manilkara_mochisia","Meyna_tetraphylla","Oryza_punctata","Dichanthelium_dichotomum","Megathyrsus_infestus","Pavetta_fascifolia","Pseudolachnostylis_maprouneifolia","Terminalia_myrtifolia","Pyrenacantha_kaurabassana","Rourea_orientalis","Schoenoplectiella_articulata","Scleria_microcarpa","Sclerocarya_birrea","Setaria_incrassata","Sida_acuta","Sida_rhombifolia","Sida_spinosa","Siphonochilus_kirkii","Slereospermum_kunthianum","Sorghum_veriscolor","Spermacoce_sphaerostigma","Sphaeranthus_kirkii","Sporobolus_fimbriatus","Sporobolus_ioclados","Sporobolus_pyramidalis","Strychnos_madagascariensis","Tephrosia_pumila","Tephrosia_stormsii","Terminalia_mollis","Terminalia_spinosa","Themeda_triandra","Tragia_furialis","Tricholaena_monachne","Tricliceras_brevicaule","Tylosema_fassoglense","Urochloa_trichopus","Vigna_friesiorum","Vigna_frutescens","Vigna_vexillata","Vinga_unguiculata","Albizia_zygia","Amphimas_pterocarpoides","Erythrophleum_ivorense","Myrianthus_libericus","Plagiosiphon_emarginatus","Odyendea_gabunensis","Terminalia_ivorensis","Dialium_dinklagei","Millettia_leonensis","Shirakiopsis_aubrevillei","Vitex_ferruginea","Vitex_grandifolia","Vitex_micrantha","Voacanga_africana","Warburgia_ugandensis","Aganope_stuhlmannii","Ximenia_americana","Xylopia_acutiflora","Xylopia_aethiopica","Xylopia_hypolampra","Xylopia_quintasii","Xylopia_rubescens","Xylopia_staudtii","Xymalos_monospora","Zanthoxylum_heitzii","Zehneria_scabra","Zehneria_thwaitesii","Brenania_brieyi","Gambeya_beguei","Pachyelasma_tessmannii","Thomandersia_laurifolia","Antrocaryon_micraster","Gambeya_perpulchra","Manilkara_mabokeensis","Raphia"
"Cephalophus_callipygus","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cephalophus_dorsalis","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cephalophus_monticola","0","1","1","0","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
