"","X","Animal_Species","Animal_Species_Corrected","Animal_Family","Animal_Taxa_Type","Plant_Species","Plant_Species_Corrected","Plant_Family","Plant_Life_Form","Plant_Part_Exploited","Interaction_Type","Data_Collection","Study_Site","Lat","Long","Study_ID","Genus","spp","Interaction","meanWD","sdWD"
"331","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Funtumia elastica","Funtumia_elastica","Apocynaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Funtumia","elastica",NA,0.424,0.0941339098036177
"333","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Garcinia punctata","Garcinia_punctata","Clusiaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Garcinia","punctata",NA,0.741621568627451,0.0941339098036177
"334","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Polyalthia suaveolens","Greenwayodendron_suaveolens","Annonaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Greenwayodendron","suaveolens",NA,0.565580530764063,0.123401724247162
"335","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Polyalthia suaveolens","Greenwayodendron_suaveolens","Annonaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Greenwayodendron","suaveolens","Mutualistic",0.565580530764063,0.123401724247162
"336","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Polyalthia suaveolens","Greenwayodendron_suaveolens","Annonaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Greenwayodendron","suaveolens",NA,0.565580530764063,0.123401724247162
"337","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Guarea cedrata","Leplaea_cedrata","Meliaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Guarea","cedrata","Mutualistic",0.607288888888889,0.0941339098036177
"338","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Guarea cedrata","Leplaea_cedrata","Meliaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Guarea","cedrata",NA,0.607288888888889,0.0941339098036177
"339","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Guarea cedrata

","Leplaea_cedrata","Meliaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Guarea","cedrata",NA,0.607288888888889,0.0941339098036177
"340","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Guarea thompsonii","Guarea_thompsonii","Meliaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Guarea","thompsonii",NA,0.607288888888889,0.0941339098036177
"341","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Guarea thompsonii","Guarea_thompsonii","Meliaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Guarea","thompsonii","Mutualistic",0.607288888888889,0.0941339098036177
"342","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Guarea thompsonii","Guarea_thompsonii","Meliaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Guarea","thompsonii",NA,0.607288888888889,0.0941339098036177
"343","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Heisteria zimmereri","Heisteria_zimmereri","Olacaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Heisteria","zimmereri","Mutualistic",0.69625,0.0941339098036177
"344","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Heisteria zimmereri","Heisteria_zimmereri","Olacaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Heisteria","zimmereri",NA,0.69625,0.0941339098036177
"345","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Heisteria zimmeri","Heisteria_zimmereri","Olacaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Heisteria","zimmereri",NA,0.69625,0.0941339098036177
"346","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Irvingia grandifolia","Irvingia_grandifolia","Irvingiaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Irvingia","grandifolia",NA,0.819569444444444,0.0941339098036177
"347","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Klainedoxa macrocarpa","Klainedoxa_gabonensis","Irvingiaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Klainedoxa","gabonensis",NA,0.917791666666667,0.0941339098036177
"348","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Lacosperma secundiflorum","Laccosperma_secundiflorum","Arecaceae","Liana","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Laccosperma","secundiflorum","Mutualistic",0.551760416666667,0.123401724247162
"349","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Lacosperma secundiflorum","Laccosperma_secundiflorum","Arecaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Laccosperma","secundiflorum",NA,0.551760416666667,0.123401724247162
"350","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Lacospermum secundiflorum","Laccosperma_secundiflorum","Arecaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Laccosperma","secundiflorum",NA,0.551760416666667,0.123401724247162
"351","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Lannea nigritiana","Lannea_nigritana","Anacardiaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Lannea","nigritana",NA,0.452416666666667,0.0941339098036177
"352","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Lannea nigritiana","Lannea_nigritana","Anacardiaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Lannea","nigritana",NA,0.452416666666667,0.0941339098036177
"353","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Lannea welwitchii","Lannea_welwitschii","Anacardiaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Lannea","welwitschii",NA,0.452416666666667,0.0941339098036177
"354","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Lannea welwitschii","Lannea_welwitschii","Anacardiaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Lannea","welwitschii","Mutualistic",0.452416666666667,0.0941339098036177
"355","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Lannea welwitschii","Lannea_welwitschii","Anacardiaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Lannea","welwitschii",NA,0.452416666666667,0.0941339098036177
"356","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Lepidobotrys staudtii","Lepidobotrys_staudtii","Lepidobotryaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Lepidobotrys","staudtii",NA,0.604229838423583,0.127340343754553
"357","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Lepidobotrys staudtii","Lepidobotrys_staudtii","Lepidobotryaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Lepidobotrys","staudtii",NA,0.604229838423583,0.127340343754553
"359","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Maesopsis eminii","Maesopsis_eminii","Rhamnaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Maesopsis","eminii","Mutualistic",0.3835,0.0941339098036177
"360","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Maesopsis eminii","Maesopsis_eminii","Rhamnaceae","","Fruit","Dispersal","Feces","Bouamir Research Station, Dja Reserve","3""11'N","12""48'E","23","Maesopsis","eminii","Mutualistic",0.3835,0.0941339098036177
"361","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Maesopsis eminii","Maesopsis_eminii","Rhamnaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Maesopsis","eminii",NA,0.3835,0.0941339098036177
"362","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Maesopsis eminii
","Maesopsis_eminii","Rhamnaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Maesopsis","eminii",NA,0.3835,0.0941339098036177
"363","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Maranthes glabra","Maranthes_glabra","Chrysobalanaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Maranthes","glabra",NA,0.830333333333333,0.0941339098036177
"364","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Margaritaria discoidea","Margaritaria_discoidea","Phyllanthaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Margaritaria","discoidea",NA,0.673944444444444,0.0941339098036177
"365","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Margaritaria discoidea","Margaritaria_discoidea","Phyllanthaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Margaritaria","discoidea","Mutualistic",0.673944444444444,0.0941339098036177
"366","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Margaritia discoidea","Margaritaria_discoidea","Phyllanthaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Margaritaria","discoidea",NA,0.673944444444444,0.0941339098036177
"367","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Milicia excelsa","Mildbraediodendron_excelsum","Fabaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Mildbraediodendron","excelsum",NA,0.702416608694313,0.123401724247162
"368","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Musanga cecropioides","Musanga_cecropioides","Urticaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Musanga","cecropioides","Mutualistic",0.242833333333333,0.0941339098036177
"369","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Musanga cecropioides","Musanga_cecropioides","Urticaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Musanga","cecropioides",NA,0.242833333333333,0.0941339098036177
"370","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Ongokea gore","Ongokea_gore","Olacaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Ongokea","gore",NA,0.7492,0.0941339098036177
"371","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Pentaclethra macrophylla","Pentaclethra_macrophylla","Fabaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Pentaclethra","macrophylla",NA,0.702484848484848,0.0941339098036177
"372","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Petersianthus macrocarpus","Petersianthus_macrocarpus","Lecythidaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Petersianthus","macrocarpus","Mutualistic",0.60825,0.0941339098036177
"373","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Petersianthus macrocarpus","Petersianthus_macrocarpus","Lecythidaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Petersianthus","macrocarpus",NA,0.60825,0.0941339098036177
"374","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Piptadeniastrum africanum","Piptadeniastrum_africanum","Fabaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Piptadeniastrum","africanum",NA,0.605086956521739,0.0941339098036177
"375","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Pteleopsis hylodendron","Pteleopsis_hylodendron","Combretaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Pteleopsis","hylodendron",NA,0.6095,0.0941339098036177
"376","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Pterocarpus mildbraedii","Pterocarpus_mildbraedii","Fabaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Pterocarpus","mildbraedii",NA,0.62688578042328,0.0941339098036177
"377","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Pterocarpus soyauxii","Pterocarpus_soyauxii","Fabaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Pterocarpus","soyauxii",NA,0.62688578042328,0.0941339098036177
"378","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Pycnanthus angolensis","Pycnanthus_angolensis","Myristicaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Pycnanthus","angolensis",NA,0.4089,0.0941339098036177
"379","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Pycnanthus angolensis","Pycnanthus_angolensis","Myristicaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Pycnanthus","angolensis","Mutualistic",0.4089,0.0941339098036177
"380","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Pycnanthus angolensis","Pycnanthus_angolensis","Myristicaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Pycnanthus","angolensis",NA,0.4089,0.0941339098036177
"381","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Raphia monbuttorum","Raphia_monbuttorum","Arecaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Raphia","monbuttorum",NA,0.551760416666667,0.123401724247162
"382","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Raphia monbuttorum","Raphia_monbuttorum","Arecaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Raphia","monbuttorum","Mutualistic",0.551760416666667,0.123401724247162
"383","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Raphia monbuttorum ","Raphia_monbuttorum","Arecaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Raphia","monbuttorum",NA,0.551760416666667,0.123401724247162
"384","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Rauvolfia macrophylla","Rauvolfia_caffra","Apocynaceae","",NA,"Consumption","Observation","Dja Reserve","","","3","Rauvolfia","caffra",NA,0.486345238095238,0.0941339098036177
"385","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Rauvolfia macrophylla","Rauvolfia_caffra","Apocynaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Rauvolfia","caffra","Mutualistic",0.486345238095238,0.0941339098036177
"386","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Rauvolfia macrophylla","Rauvolfia_caffra","Apocynaceae","","Fruit","Dispersal","Feces","Bouamir Research Station, Dja Reserve","3""11'N","12""48'E","23","Rauvolfia","caffra","Mutualistic",0.486345238095238,0.0941339098036177
"387","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Rauvolfia macrophylla","Rauvolfia_caffra","Apocynaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Rauvolfia","caffra",NA,0.486345238095238,0.0941339098036177
"389","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Santiria trimera","Santiria_trimera","Burseraceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Santiria","trimera",NA,0.5813,0.0941339098036177
"390","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Staudtia kamerunensis","Staudtia_kamerunensis","Myristicaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Staudtia","kamerunensis",NA,0.758509803921569,0.0941339098036177
"391","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Staudtia kamerunensis","Staudtia_kamerunensis","Myristicaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Staudtia","kamerunensis",NA,0.758509803921569,0.0941339098036177
"392","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Staudtia stipitata","Staudtia_kamerunensis","Myristicaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Staudtia","kamerunensis","Mutualistic",0.758509803921569,0.0941339098036177
"393","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Staudtia stipitata","Staudtia_kamerunensis","Myristicaceae","","Fruit","Dispersal","Feces","Bouamir Research Station, Dja Reserve","3""11'N","12""48'E","23","Staudtia","kamerunensis","Mutualistic",0.758509803921569,0.0941339098036177
"394","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Eribroma oblongum","Sterculia_oblonga","Malvaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Stericula","oblonga",NA,0.48873153604215,0.123401724247162
"395","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Eribroma oblongum","Sterculia_oblonga","Malvaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Stericula","oblonga","Mutualistic",0.48873153604215,0.123401724247162
"396","White-thighed_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Eribroma oblongum","Sterculia_oblonga","Malvaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Stericula","oblonga",NA,0.48873153604215,0.123401724247162
"397","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Strombosia grandifolia","Strombosia_grandifolia","Olacaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Strombosia","grandifolia",NA,0.721306547619048,0.0941339098036177
"398","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Strombosia pustulata","Strombosia_pustulata","Olacaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Strombosia","pustulata","Mutualistic",0.721306547619048,0.0941339098036177
"399","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Strombosia pustulata","Strombosia_pustulata","Olacaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Strombosia","pustulata",NA,0.721306547619048,0.0941339098036177
"400","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Strombosia scheffleri","Strombosia_scheffleri","Olacaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Strombosia","scheffleri",NA,0.721306547619048,0.0941339098036177
"401","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Strombosia scheffleri","Strombosia_scheffleri","Olacaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Strombosia","scheffleri","Mutualistic",0.721306547619048,0.0941339098036177
"402","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Strombosia scheffleri","Strombosia_scheffleri","Olacaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Strombosia","scheffleri",NA,0.721306547619048,0.0941339098036177
"403","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Strombosiopsis tetranda","Strombosiopsis_tetrandra","Olacaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Strombosiopsis","tetranda","Mutualistic",0.663,0.0941339098036177
"404","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Strombosiopsis tetrandra","Strombosiopsis_tetrandra","Olacaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Strombosiopsis","tetranda",NA,0.663,0.0941339098036177
"406","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Terminalia superba","Terminalia_superba","Combretaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Terminalia","superba","Mutualistic",0.6304967779212,0.0941339098036177
"407","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Terminalia superba","Terminalia_superba","Combretaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Terminalia","superba",NA,0.6304967779212,0.0941339098036177
"408","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Tessmannia africana","Tessmannia_africana","Fabaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Tessmannia","africana",NA,0.7865,0.0941339098036177
"410","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Trichillia cf. gilgiana","Trichilia_gilgiana","Meliaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Trichilia","gilgiana",NA,0.644092948717949,0.0941339098036177
"411","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Trichillia gilgiana","Trichilia_gilgiana","Meliaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Trichilia","gilgiana","Mutualistic",0.644092948717949,0.0941339098036177
"412","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Trichillia heudelotii","Trichilia_heudelotii","Meliaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Trichilia","heudelotii",NA,0.644092948717949,0.0941339098036177
"413","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Trichillia heudelotii","Trichilia_heudelotii","Meliaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Trichilia","heudelotii","Mutualistic",0.644092948717949,0.0941339098036177
"414","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Trichilia welwitschii","Trichilia_welwitschii","Meliaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Trichilia","welwitschii",NA,0.644092948717949,0.0941339098036177
"415","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Trichillia welwitschii","Trichilia_welwitschii","Meliaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Trichilia","welwitschii",NA,0.644092948717949,0.0941339098036177
"419","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Uapaca guineensis","Uapaca_guineensis","Phyllanthaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Uapaca","guineensis",NA,0.626341558441558,0.0941339098036177
"420","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Uapaca paludosa","Uapaca_mole","Phyllanthaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Uapaca","paludosa","Mutualistic",0.626341558441558,0.0941339098036177
"421","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Uapaca paludosa","Uapaca_mole","Phyllanthaceae","",NA,"Consumption","Observation","Dja Reserve","3""11'27'N","12""48'41'E","25","Uapaca","paludosa",NA,0.626341558441558,0.0941339098036177
"422","Black-casqued_Hornbill","Ceratogymna atrata","Ceratogymna_atrata","Bucerotidae","Bird","Vismia guineensis","Psorospermum_guineense","Hypericaceae","Shrub","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Vismia","guineensis","Mutualistic",0.493083333333333,0.0941339098036177
"427","Brown-cheeked_Hornbill","Ceratogymna cylindricus","Ceratogymna_cylindricus","Bucerotidae","Bird","Angylocalyx zenkeri","Angylocalyx_pynaertii","Fabaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Angylocalyx","pynaertii",NA,0.702416608694313,0.123401724247162
"428","Brown-cheeked_Hornbill","Ceratogymna cylindricus","Ceratogymna_cylindricus","Bucerotidae","Bird","Enantia chlorantha","Annickia_chlorantha","Annonaceae","Tree",NA,"Consumption","Observation","Dja Reserve","","","3","Annickia","chlorantha",NA,0.459642857142857,0.0941339098036177
"429","Brown-cheeked_Hornbill","Ceratogymna cylindricus","Ceratogymna_cylindricus","Bucerotidae","Bird","Enantia chlorantha","Annickia_chlorantha","Annonaceae","Tree","Fruit","Consumption","Observation","Bouamir Research Station, Dja Reserve","3""11'27'N","12""48'41'E","7","Annickia","chlorantha","Mutualistic",0.459642857142857,0.0941339098036177
"430","White-thighed_Hornbill","Ceratogymna cylindricus","Ceratogymna_cylindricus","Bucerotidae","Bird","Enantia chlorantha","Annickia_chlorantha","Annonaceae","","Fruit","Dispersal","Feces","Bouamir Research Station, Dja Reserve","3""11'N","12""48'E","23","Annickia","chlorantha","Mutualistic",0.459642857142857,0.0941339098036177
